file,filetime,mtime,ctime,atime,diff
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_122942.jpg,2019-08-02 12:29:42,2019-08-03 15:48:51,2021-06-16 07:15:21.116205,2022-09-17 21:42:02.319679,1 day 3:19:09
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_122703.jpg,2019-08-02 12:27:03,2019-08-03 15:48:48,2021-06-16 07:15:21.086285,2022-09-17 21:42:02.346940,1 day 3:21:45
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_122658.jpg,2019-08-02 12:26:58,2019-08-03 15:48:46,2021-06-16 07:15:20.935687,2022-09-17 21:42:02.374943,1 day 3:21:48
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_122652.jpg,2019-08-02 12:26:52,2019-08-03 15:48:42,2021-06-16 07:15:19.971267,2022-09-17 21:42:02.394402,1 day 3:21:50
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_122050.jpg,2019-08-02 12:20:50,2019-08-03 15:48:38,2021-06-16 07:15:19.204317,2022-09-17 21:42:02.417610,1 day 3:27:48
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_112827.jpg,2019-08-02 11:28:27,2019-08-03 15:48:31,2021-06-16 07:15:18.904120,2022-09-17 21:42:02.486666,1 day 4:20:04
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_112821.jpg,2019-08-02 11:28:21,2019-08-03 15:48:28,2021-06-16 07:15:18.511170,2022-09-17 21:42:02.566926,1 day 4:20:07
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_112817.jpg,2019-08-02 11:28:17,2019-08-03 15:48:25,2021-06-16 07:15:16.758856,2022-09-17 21:42:02.585881,1 day 4:20:08
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_111504.jpg,2019-08-02 11:15:04,2019-08-03 15:48:22,2021-06-16 07:15:16.228276,2022-09-17 21:42:02.603857,1 day 4:33:18
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_111459.jpg,2019-08-02 11:14:59,2019-08-03 15:48:19,2021-06-16 07:15:16.197358,2022-09-17 21:42:02.622942,1 day 4:33:20
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_111448.jpg,2019-08-02 11:14:48,2019-08-03 15:48:14,2021-06-16 07:08:38.889754,2022-09-17 21:42:02.655390,1 day 4:33:26
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_110958.jpg,2019-08-02 11:09:58,2019-08-03 15:48:11,2021-06-16 07:15:15.443374,2022-09-17 21:42:02.684395,1 day 4:38:13
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_110950.jpg,2019-08-02 11:09:50,2019-08-03 15:48:07,2021-06-16 05:46:31.932465,2022-09-17 21:42:02.707715,1 day 4:38:17
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_110945.jpg,2019-08-02 11:09:45,2019-08-03 15:48:05,2021-06-16 07:15:14.826025,2022-09-17 21:42:02.729621,1 day 4:38:20
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_110748.jpg,2019-08-02 11:07:48,2019-08-03 15:48:03,2021-06-16 07:15:14.366255,2022-09-17 21:42:02.757988,1 day 4:40:15
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_110742.jpg,2019-08-02 11:07:42,2019-08-03 15:48:01,2021-06-16 07:15:13.927427,2022-09-17 21:42:02.777925,1 day 4:40:19
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_110600.jpg,2019-08-02 11:06:00,2019-08-03 15:47:59,2021-06-16 07:15:13.396847,2022-09-17 21:42:02.804959,1 day 4:41:59
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_110420.jpg,2019-08-02 11:04:20,2019-08-03 15:47:57,2021-06-16 05:46:32.501943,2022-09-17 21:42:02.830954,1 day 4:43:37
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_105641.jpg,2019-08-02 10:56:41,2019-08-03 15:47:55,2021-06-16 07:15:13.078697,2022-09-17 21:42:02.854031,1 day 4:51:14
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190802_105636.jpg,2019-08-02 10:56:36,2019-08-03 15:47:53,2021-06-16 07:15:12.593993,2022-09-17 21:42:02.875947,1 day 4:51:17
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_142506.jpg,2019-07-31 14:25:06,2019-08-01 19:24:06,2021-06-16 07:14:39.556336,2022-09-17 21:42:05.961158,1 day 4:59:00
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_142113.jpg,2019-07-31 14:21:13,2019-08-01 19:24:05,2021-06-16 07:14:39.435659,2022-09-17 21:42:05.981003,1 day 5:02:52
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_141819.jpg,2019-07-31 14:18:19,2019-08-01 19:24:04,2021-06-16 07:14:39.119503,2022-09-17 21:42:05.997746,1 day 5:05:45
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_141743.jpg,2019-07-31 14:17:43,2019-08-01 19:24:03,2021-06-16 07:14:38.695638,2022-09-17 21:42:06.010738,1 day 5:06:20
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_141738.jpg,2019-07-31 14:17:38,2019-08-01 19:24:02,2021-06-16 07:14:37.985536,2022-09-17 21:42:06.034688,1 day 5:06:24
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_160610.jpg,2019-08-03 16:06:10,2019-08-04 22:55:22,2021-06-16 07:17:24.888309,2022-09-17 21:41:56.534764,1 day 6:49:12
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_160558.jpg,2019-08-03 16:05:58,2019-08-04 22:55:20,2021-06-16 07:17:24.795489,2022-09-17 21:41:56.595504,1 day 6:49:22
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_153609.jpg,2019-08-03 15:36:09,2019-08-04 22:55:18,2021-06-16 07:17:24.340704,2022-09-17 21:41:56.631180,1 day 7:19:09
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_153606.jpg,2019-08-03 15:36:06,2019-08-04 22:55:16,2021-06-16 07:17:24.234987,2022-09-17 21:41:56.649855,1 day 7:19:10
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_112621.jpg,2019-07-31 11:26:21,2019-08-01 19:23:59,2021-06-16 07:14:37.790058,2022-09-17 21:42:06.056092,1 day 7:57:38
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_112619.jpg,2019-07-31 11:26:19,2019-08-01 19:23:58,2021-06-16 07:14:36.384816,2022-09-17 21:42:06.080106,1 day 7:57:39
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_112618.jpg,2019-07-31 11:26:18,2019-08-01 19:23:57,2021-06-16 07:14:35.808357,2022-09-17 21:42:06.104605,1 day 7:57:39
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_111951.jpg,2019-07-31 11:19:51,2019-08-01 19:23:56,2021-06-16 07:14:35.522124,2022-09-17 21:42:06.126178,1 day 8:04:05
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_111941.jpg,2019-07-31 11:19:41,2019-08-01 19:23:55,2021-06-16 07:14:35.205968,2022-09-17 21:42:06.188059,1 day 8:04:14
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_110219.jpg,2019-07-31 11:02:19,2019-08-01 19:23:54,2021-06-16 07:14:34.044076,2022-09-17 21:42:06.214753,1 day 8:21:35
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_103802.jpg,2019-07-31 10:38:02,2019-08-01 19:23:53,2021-06-16 07:14:33.937360,2022-09-17 21:42:06.230301,1 day 8:45:51
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_102818.jpg,2019-07-31 10:28:18,2019-08-01 19:23:52,2021-06-16 07:14:33.361900,2022-09-17 21:42:06.253325,1 day 8:55:34
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_102614.jpg,2019-07-31 10:26:14,2019-08-01 19:23:50,2021-06-16 07:14:32.047414,2022-09-17 21:42:06.273840,1 day 8:57:36
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_102600.jpg,2019-07-31 10:26:00,2019-08-01 19:23:48,2021-06-16 07:14:31.820022,2022-09-17 21:42:06.294123,1 day 8:57:48
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_102512.jpg,2019-07-31 10:25:12,2019-08-01 19:23:46,2021-06-16 07:14:31.685382,2022-09-17 21:42:06.311942,1 day 8:58:34
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_092513.jpg,2019-07-31 09:25:13,2019-08-01 19:23:45,2021-06-16 07:14:31.654465,2022-09-17 21:42:06.333833,1 day 9:58:32
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_092401.jpg,2019-07-31 09:24:01,2019-08-01 19:23:44,2021-06-16 07:14:30.474620,2022-09-17 21:42:06.353681,1 day 9:59:43
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_092321.jpg,2019-07-31 09:23:21,2019-08-01 19:23:43,2021-06-16 07:14:29.701686,2022-09-17 21:42:06.368394,1 day 10:00:22
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_092308.jpg,2019-07-31 09:23:08,2019-08-01 19:23:41,2021-06-16 07:14:29.550093,2022-09-17 21:42:06.383416,1 day 10:00:33
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_092302.jpg,2019-07-31 09:23:02,2019-08-01 19:23:40,2021-06-16 07:14:28.731281,2022-09-17 21:42:06.403274,1 day 10:00:38
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_091254.jpg,2019-07-31 09:12:54,2019-08-01 19:23:39,2021-06-16 07:14:28.277495,2022-09-17 21:42:06.418609,1 day 10:10:45
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_091243.jpg,2019-07-31 09:12:43,2019-08-01 19:23:34,2021-06-16 07:14:27.854626,2022-09-17 21:42:06.437213,1 day 10:10:51
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_091236.jpg,2019-07-31 09:12:36,2019-08-01 19:23:31,2021-06-16 07:14:27.457687,2022-09-17 21:42:06.450990,1 day 10:10:55
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_090317.jpg,2019-07-31 09:03:17,2019-08-01 19:23:29,2021-06-16 07:14:27.351969,2022-09-17 21:42:06.467613,1 day 10:20:12
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_090303.jpg,2019-07-31 09:03:03,2019-08-01 19:23:25,2021-06-16 07:14:27.051773,2022-09-17 21:42:06.487296,1 day 10:20:22
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_090227.jpg,2019-07-31 09:02:27,2019-08-01 19:23:23,2021-06-16 07:14:26.416471,2022-09-17 21:42:06.519727,1 day 10:20:56
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_090228.jpg,2019-07-31 09:02:28,2019-08-01 19:23:24,2021-06-16 07:14:27.020855,2022-09-17 21:42:06.504632,1 day 10:20:56
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_090127.jpg,2019-07-31 09:01:27,2019-08-01 19:23:22,2021-06-16 07:14:26.037486,2022-09-17 21:42:06.535823,1 day 10:21:55
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_090121.jpg,2019-07-31 09:01:21,2019-08-01 19:23:21,2021-06-16 07:14:25.944732,2022-09-17 21:42:06.552848,1 day 10:22:00
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_090052.jpg,2019-07-31 09:00:52,2019-08-01 19:23:20,2021-06-16 07:14:25.025191,2022-09-17 21:42:06.614555,1 day 10:22:28
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_085720.jpg,2019-07-31 08:57:20,2019-08-01 19:23:16,2021-06-16 07:14:23.002600,2022-09-17 21:42:06.634642,1 day 10:25:56
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_085651.jpg,2019-07-31 08:56:51,2019-08-01 19:23:15,2021-06-16 04:01:15.096117,2022-09-17 21:42:06.698497,1 day 10:26:24
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_085641.jpg,2019-07-31 08:56:41,2019-08-01 19:23:13,2021-06-16 04:01:17.389123,2022-09-17 21:42:06.720950,1 day 10:26:32
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_085634.jpg,2019-07-31 08:56:34,2019-08-01 19:23:12,2021-06-16 04:01:11.867466,2022-09-17 21:42:06.743562,1 day 10:26:38
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_085632.jpg,2019-07-31 08:56:32,2019-08-01 19:23:11,2021-06-16 04:01:13.586619,2022-09-17 21:42:06.768018,1 day 10:26:39
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_085628.jpg,2019-07-31 08:56:28,2019-08-01 19:23:07,2021-06-16 04:01:09.971968,2022-09-17 21:42:06.792114,1 day 10:26:39
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_084813.jpg,2019-07-31 08:48:13,2019-08-01 19:23:02,2021-06-16 04:01:06.299404,2022-09-17 21:42:06.833651,1 day 10:34:49
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_084814.jpg,2019-07-31 08:48:14,2019-08-01 19:23:03,2021-06-16 04:01:11.036230,2022-09-17 21:42:06.814548,1 day 10:34:49
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_084738.jpg,2019-07-31 08:47:38,2019-08-01 19:23:01,2021-06-16 04:01:08.625317,2022-09-17 21:42:06.887466,1 day 10:35:23
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_083620.jpg,2019-07-31 08:36:20,2019-08-01 19:23:00,2021-06-16 04:01:03.406531,2022-09-17 21:42:06.901186,1 day 10:46:40
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_083440.jpg,2019-07-31 08:34:40,2019-08-01 19:22:59,2021-06-16 04:01:03.891491,2022-09-17 21:42:06.918298,1 day 10:48:19
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_083428.jpg,2019-07-31 08:34:28,2019-08-01 19:22:58,2021-06-16 07:14:22.867961,2022-09-17 21:42:06.943812,1 day 10:48:30
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_083358.jpg,2019-07-31 08:33:58,2019-08-01 19:22:55,2021-06-16 04:01:18.916838,2022-09-17 21:42:07.003574,1 day 10:48:57
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_083358_1.jpg,2019-07-31 08:33:58,2019-08-01 19:22:57,2021-06-16 06:58:00.265425,2022-09-17 21:42:06.984921,1 day 10:48:59
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190731_083342.jpg,2019-07-31 08:33:42,2019-08-01 19:22:54,2021-06-16 04:01:19.586624,2022-09-17 21:42:07.017693,1 day 10:49:12
X:\OneDrive\Pictures\Laura ♥\IMG_20200109_220601.jpg,2020-01-09 22:06:01,2020-01-11 12:30:38,2021-06-16 07:39:51.546295,2022-09-17 21:39:46.336300,1 day 14:24:37
X:\OneDrive\Pictures\Laura ♥\IMG_20200109_220524.jpg,2020-01-09 22:05:24,2020-01-11 12:30:36,2021-06-16 07:39:50.585863,2022-09-17 21:39:46.360288,1 day 14:25:12
X:\OneDrive\Pictures\Misc\Worth a photo\IMG_20190727_205923.jpg,2019-07-27 20:59:23,2019-07-29 11:53:42,2021-06-16 07:13:53.405742,2022-09-17 21:39:56.741357,1 day 14:54:19
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_144536.jpg,2019-07-30 14:45:36,2019-08-01 19:22:53,2021-06-16 04:01:22.854344,2022-09-17 21:42:07.033939,2 days 4:37:17
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_144530.jpg,2019-07-30 14:45:30,2019-08-01 19:22:52,2021-06-16 04:01:23.806825,2022-09-17 21:42:07.053377,2 days 4:37:22
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_143403.jpg,2019-07-30 14:34:03,2019-08-01 19:22:42,2021-06-16 04:01:26.841581,2022-09-17 21:42:07.091049,2 days 4:48:39
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_143404.jpg,2019-07-30 14:34:04,2019-08-01 19:22:49,2021-06-16 04:01:25.155607,2022-09-17 21:42:07.070707,2 days 4:48:45
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_142857.jpg,2019-07-30 14:28:57,2019-08-01 19:22:39,2021-06-16 04:01:30.573799,2022-09-17 21:42:07.119056,2 days 4:53:42
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_142533.jpg,2019-07-30 14:25:33,2019-08-01 19:22:37,2021-06-16 04:01:31.499177,2022-09-17 21:42:07.134446,2 days 4:57:04
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_141856.jpg,2019-07-30 14:18:56,2019-08-01 19:22:30,2021-06-16 04:01:48.062763,2022-09-17 21:42:07.158492,2 days 5:03:34
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_141833.jpg,2019-07-30 14:18:33,2019-08-01 19:22:29,2021-06-16 04:01:52.943113,2022-09-17 21:42:07.175714,2 days 5:03:56
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_141731.jpg,2019-07-30 14:17:31,2019-08-01 19:22:28,2021-06-16 04:01:45.988402,2022-09-17 21:42:07.189980,2 days 5:04:57
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_135157.jpg,2019-07-30 13:51:57,2019-08-01 19:22:27,2021-06-16 04:01:46.899850,2022-09-17 21:42:07.208296,2 days 5:30:30
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_134907.jpg,2019-07-30 13:49:07,2019-08-01 19:22:25,2021-06-16 04:01:42.927335,2022-09-17 21:42:07.222463,2 days 5:33:18
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_134320.jpg,2019-07-30 13:43:20,2019-08-01 19:22:24,2021-06-16 04:01:44.846651,2022-09-17 21:42:07.240989,2 days 5:39:04
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_134129.jpg,2019-07-30 13:41:29,2019-08-01 19:22:23,2021-06-16 04:01:38.082662,2022-09-17 21:42:07.255306,2 days 5:40:54
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_133856.jpg,2019-07-30 13:38:56,2019-08-01 19:22:21,2021-06-16 04:01:40.525921,2022-09-17 21:42:07.277340,2 days 5:43:25
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_133231.jpg,2019-07-30 13:32:31,2019-08-01 19:22:20,2021-06-16 04:01:34.925068,2022-09-17 21:42:07.298881,2 days 5:49:49
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_133215.jpg,2019-07-30 13:32:15,2019-08-01 19:22:19,2021-06-16 04:01:36.201715,2022-09-17 21:42:07.322719,2 days 5:50:04
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_133207.jpg,2019-07-30 13:32:07,2019-08-01 19:22:18,2021-06-16 07:14:21.927474,2022-09-17 21:42:07.359231,2 days 5:50:11
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_132216.jpg,2019-07-30 13:22:16,2019-08-01 19:22:16,2021-06-16 07:14:21.109661,2022-09-17 21:42:07.381189,2 days 6:00:00
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_132135.jpg,2019-07-30 13:21:35,2019-08-01 19:22:15,2021-06-16 04:02:01.625490,2022-09-17 21:42:07.404569,2 days 6:00:40
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_132007.jpg,2019-07-30 13:20:07,2019-08-01 19:22:14,2021-06-16 04:02:02.976256,2022-09-17 21:42:07.420845,2 days 6:02:07
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_131844.jpg,2019-07-30 13:18:44,2019-08-01 19:22:12,2021-06-16 04:02:05.655366,2022-09-17 21:42:07.434965,2 days 6:03:28
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_131838.jpg,2019-07-30 13:18:38,2019-08-01 19:22:11,2021-06-16 04:02:06.745290,2022-09-17 21:42:07.455289,2 days 6:03:33
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_131835.jpg,2019-07-30 13:18:35,2019-08-01 19:22:09,2021-06-16 04:01:53.787547,2022-09-17 21:42:07.475679,2 days 6:03:34
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_131808.jpg,2019-07-30 13:18:08,2019-08-01 19:22:08,2021-06-16 04:01:55.603298,2022-09-17 21:42:07.496198,2 days 6:04:00
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_131805.jpg,2019-07-30 13:18:05,2019-08-01 19:22:07,2021-06-16 04:01:57.996976,2022-09-17 21:42:07.518127,2 days 6:04:02
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_131706.jpg,2019-07-30 13:17:06,2019-08-01 19:22:05,2021-06-16 04:01:58.177519,2022-09-17 21:42:07.540639,2 days 6:04:59
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_131118.jpg,2019-07-30 13:11:18,2019-08-01 19:22:02,2021-06-16 04:00:21.133470,2022-09-17 21:42:07.574073,2 days 6:10:44
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_131120.jpg,2019-07-30 13:11:20,2019-08-01 19:22:04,2021-06-16 04:00:19.955142,2022-09-17 21:42:07.556285,2 days 6:10:44
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_131016.jpg,2019-07-30 13:10:16,2019-08-01 19:22:00,2021-06-16 04:00:15.653788,2022-09-17 21:42:07.589975,2 days 6:11:44
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_131005.jpg,2019-07-30 13:10:05,2019-08-01 19:21:58,2021-06-16 04:00:16.511113,2022-09-17 21:42:07.606215,2 days 6:11:53
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_130312.jpg,2019-07-30 13:03:12,2019-08-01 19:21:57,2021-06-16 04:00:11.664694,2022-09-17 21:42:07.631183,2 days 6:18:45
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_130310.jpg,2019-07-30 13:03:10,2019-08-01 19:21:56,2021-06-16 04:00:12.328469,2022-09-17 21:42:07.651964,2 days 6:18:46
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_130140.jpg,2019-07-30 13:01:40,2019-08-01 19:21:53,2021-06-16 04:00:06.000887,2022-09-17 21:42:07.666645,2 days 6:20:13
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_125917.jpg,2019-07-30 12:59:17,2019-08-01 19:21:51,2021-06-16 04:00:01.964958,2022-09-17 21:42:07.704987,2 days 6:22:34
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_125918.jpg,2019-07-30 12:59:18,2019-08-01 19:21:52,2021-06-16 04:00:09.229886,2022-09-17 21:42:07.687036,2 days 6:22:34
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_125832.jpg,2019-07-30 12:58:32,2019-08-01 19:21:48,2021-06-16 06:58:06.050955,2022-09-17 21:42:07.754658,2 days 6:23:16
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_125832_1.jpg,2019-07-30 12:58:32,2019-08-01 19:21:49,2021-06-16 04:00:03.996547,2022-09-17 21:42:07.729182,2 days 6:23:17
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190730_125625.jpg,2019-07-30 12:56:25,2019-08-01 19:21:46,2021-06-16 06:58:05.268048,2022-09-17 21:42:07.778423,2 days 6:25:21
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190729_203256.jpg,2019-07-29 20:32:56,2019-08-01 19:21:45,2021-06-16 07:14:20.145241,2022-09-17 21:42:07.798618,2 days 22:48:49
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190729_203251.jpg,2019-07-29 20:32:51,2019-08-01 19:21:44,2021-06-16 07:14:17.626974,2022-09-17 21:42:07.821757,2 days 22:48:53
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190729_203053.jpg,2019-07-29 20:30:53,2019-08-01 19:21:43,2021-06-16 07:14:16.408233,2022-09-17 21:42:07.842549,2 days 22:50:50
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190729_203045.jpg,2019-07-29 20:30:45,2019-08-01 19:21:42,2021-06-16 07:14:15.406910,2022-09-17 21:42:07.865782,2 days 22:50:57
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190729_200811.jpg,2019-07-29 20:08:11,2019-08-01 19:21:40,2021-06-16 07:14:12.918565,2022-09-17 21:42:07.896601,2 days 23:13:29
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190729_190422.jpg,2019-07-29 19:04:22,2019-08-01 19:21:37,2021-06-16 07:14:10.864058,2022-09-17 21:42:07.959700,3 days 0:17:15
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190729_190422_1.jpg,2019-07-29 19:04:22,2019-08-01 19:21:39,2021-06-16 06:58:14.570175,2022-09-17 21:42:07.921787,3 days 0:17:17
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190729_183555.jpg,2019-07-29 18:35:55,2019-08-01 19:21:36,2021-06-16 07:14:10.787263,2022-09-17 21:42:07.981193,3 days 0:45:41
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190729_183313.jpg,2019-07-29 18:33:13,2019-08-01 19:21:35,2021-06-16 07:14:08.213146,2022-09-17 21:42:08.006438,3 days 0:48:22
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190729_183247.jpg,2019-07-29 18:32:47,2019-08-01 19:21:33,2021-06-16 07:14:07.909969,2022-09-17 21:42:08.030051,3 days 0:48:46
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190729_183205.jpg,2019-07-29 18:32:05,2019-08-01 19:21:31,2021-06-16 07:14:07.082170,2022-09-17 21:42:08.051591,3 days 0:49:26
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190729_183203.jpg,2019-07-29 18:32:03,2019-08-01 19:21:30,2021-06-16 07:14:05.339830,2022-09-17 21:42:08.070909,3 days 0:49:27
